# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.093741416931152344e+00 4.540859222412109375e+00 1.825712323188781738e+00 0.000000000000000000e+00
1.000000000000000000e+02 3.731395304203033447e-01 1.369919925928115845e-01 1.988130509853363037e-01 0.000000000000000000e+00
2.000000000000000000e+02 2.693436443805694580e-01 7.464101910591125488e-02 1.539823114871978760e-01 0.000000000000000000e+00
3.000000000000000000e+02 1.847875118255615234e-01 6.867314130067825317e-02 9.904231131076812744e-02 0.000000000000000000e+00
4.000000000000000000e+02 2.914307825267314911e-02 5.479348823428153992e-03 2.369027212262153625e-02 0.000000000000000000e+00
5.000000000000000000e+02 1.991703920066356659e-02 4.502002615481615067e-03 1.741094142198562622e-02 0.000000000000000000e+00
6.000000000000000000e+02 1.463293097913265228e-02 3.133859718218445778e-03 1.277720183134078979e-02 0.000000000000000000e+00
7.000000000000000000e+02 1.763981394469738007e-02 5.714285187423229218e-03 1.496621500700712204e-02 0.000000000000000000e+00
8.000000000000000000e+02 1.086326502263545990e-02 1.958651468157768250e-03 8.939942345023155212e-03 0.000000000000000000e+00
9.000000000000000000e+02 7.417486049234867096e-03 1.381308655254542828e-03 5.744517315179109573e-03 0.000000000000000000e+00
1.000000000000000000e+03 5.128094460815191269e-03 9.205546230077743530e-04 3.801482263952493668e-03 0.000000000000000000e+00
1.100000000000000000e+03 3.482911968603730202e-03 5.827830173075199127e-04 2.503145020455121994e-03 0.000000000000000000e+00
1.200000000000000000e+03 2.302533714100718498e-03 3.478101571090519428e-04 1.608051010407507420e-03 0.000000000000000000e+00
1.300000000000000000e+03 1.484884065575897694e-03 1.982279209187254310e-04 1.002673758193850517e-03 0.000000000000000000e+00
1.400000000000000000e+03 2.498732646927237511e-03 1.578755676746368408e-03 8.354666060768067837e-04 0.000000000000000000e+00
1.500000000000000000e+03 1.109344069845974445e-03 1.285108446609228849e-04 6.823086878284811974e-04 0.000000000000000000e+00
1.600000000000000000e+03 6.669976282864809036e-04 7.445082155754789710e-05 3.919262671843171120e-04 0.000000000000000000e+00
1.700000000000000000e+03 4.452184075489640236e-04 4.522208109847269952e-05 2.657971926964819431e-04 0.000000000000000000e+00
1.800000000000000000e+03 3.216517798136919737e-04 2.832734389812685549e-05 2.079833648167550564e-04 0.000000000000000000e+00
1.900000000000000000e+03 2.493582433089613914e-04 1.866012644313741475e-05 1.818135060602799058e-04 0.000000000000000000e+00
2.000000000000000000e+03 6.633760058321058750e-04 1.376551372231915593e-04 5.710577243007719517e-04 0.000000000000000000e+00
2.100000000000000000e+03 3.149191325064748526e-04 2.181084892072249204e-05 2.520940906833857298e-04 0.000000000000000000e+00
2.200000000000000000e+03 2.428109146421775222e-04 1.402489851898280904e-05 2.272751153213903308e-04 0.000000000000000000e+00
2.300000000000000000e+03 2.088992623612284660e-04 9.992712875828146935e-06 2.207015641033649445e-04 0.000000000000000000e+00
2.400000000000000000e+03 1.923860399983823299e-04 2.549885248299688101e-04 2.211101382272318006e-04 0.000000000000000000e+00
2.500000000000000000e+03 3.177260805387049913e-04 2.924148611782584339e-05 3.091973194386810064e-04 0.000000000000000000e+00
2.600000000000000000e+03 2.359845821047201753e-04 1.151061951532028615e-05 2.662002807483077049e-04 0.000000000000000000e+00
2.700000000000000000e+03 2.081688871840015054e-04 7.944369826873298734e-06 2.556583203841000795e-04 0.000000000000000000e+00
2.800000000000000000e+03 7.310700020752847195e-04 1.918764412403106689e-02 1.051066792570054531e-03 0.000000000000000000e+00
2.900000000000000000e+03 2.665898355189710855e-04 1.653512117627542466e-05 2.968554617837071419e-04 0.000000000000000000e+00
3.000000000000000000e+03 2.199624723289161921e-04 8.395842996833380312e-06 2.751073625404387712e-04 0.000000000000000000e+00
3.000000000000000000e+03 2.199624723289161921e-04 8.395842996833380312e-06 2.751073625404387712e-04 0.000000000000000000e+00
3.100000000000000000e+03 2.021101099671795964e-04 6.526983725052559748e-06 2.575221005827188492e-04 0.000000000000000000e+00
3.200000000000000000e+03 1.876185706350952387e-04 6.051992841094033793e-06 2.399808145128190517e-04 0.000000000000000000e+00
3.300000000000000000e+03 1.722923771012574434e-04 6.122817922005197033e-06 2.215946587966755033e-04 0.000000000000000000e+00
3.400000000000000000e+03 1.579243689775466919e-04 1.002514090941986069e-05 2.040805993601679802e-04 0.000000000000000000e+00
3.500000000000000000e+03 1.455524616176262498e-04 7.080753221089253202e-06 1.883528311736881733e-04 0.000000000000000000e+00
3.600000000000000000e+03 1.345118071185424924e-04 7.623087640240555629e-06 1.740543957566842437e-04 0.000000000000000000e+00
