# step, loss_train, loss_test, metrics_test
3.700000000000000000e+03 1.249307533726096153e-04 8.122647159325424582e-06 1.610572653589770198e-04 0.000000000000000000e+00
3.800000000000000000e+03 1.166883084806613624e-04 8.614231774117797613e-06 1.498042547609657049e-04 0.000000000000000000e+00
3.900000000000000000e+03 1.093856044462881982e-04 1.277921455766772851e-05 1.397423620801419020e-04 0.000000000000000000e+00
4.000000000000000000e+03 1.036077374010346830e-04 9.146620868705213070e-06 1.312652457272633910e-04 0.000000000000000000e+00
4.100000000000000000e+03 9.932439570548012853e-05 9.683896678325254470e-06 1.255230454262346029e-04 0.000000000000000000e+00
4.200000000000000000e+03 9.468797361478209496e-05 4.818095840164460242e-05 1.214250951306894422e-04 0.000000000000000000e+00
4.300000000000000000e+03 9.100147872231900692e-05 9.409015547134913504e-06 1.134625053964555264e-04 0.000000000000000000e+00
4.400000000000000000e+03 8.666361100040376186e-05 1.379526383971096948e-05 1.083060997189022601e-04 0.000000000000000000e+00
4.500000000000000000e+03 8.416805212618783116e-05 9.496678103459998965e-06 1.037474721670150757e-04 0.000000000000000000e+00
4.600000000000000000e+03 8.049760799622163177e-05 9.663434866524767131e-06 9.878442506305873394e-05 0.000000000000000000e+00
4.700000000000000000e+03 7.887622632551938295e-05 9.662440788815729320e-06 9.626877726987004280e-05 0.000000000000000000e+00
4.800000000000000000e+03 7.565085252281278372e-05 9.446189324080478400e-06 9.217029582941904664e-05 0.000000000000000000e+00
4.900000000000000000e+03 7.252310751937329769e-05 1.046300076268380508e-05 8.734853327041491866e-05 0.000000000000000000e+00
5.000000000000000000e+03 7.119323709048330784e-05 9.253863026970066130e-06 8.582770533394068480e-05 0.000000000000000000e+00
5.100000000000000000e+03 6.853277591289952397e-05 9.262769708584528416e-06 8.243585034506395459e-05 0.000000000000000000e+00
5.200000000000000000e+03 6.734833732480183244e-05 1.509384856035467237e-05 8.351903670700266957e-05 0.000000000000000000e+00
5.300000000000000000e+03 6.567623495357111096e-05 8.797637747193221003e-06 7.858796743676066399e-05 0.000000000000000000e+00
5.400000000000000000e+03 6.334481440717354417e-05 8.823789357847999781e-06 7.558680954389274120e-05 0.000000000000000000e+00
5.500000000000000000e+03 6.106096407165750861e-05 8.838001122057903558e-06 7.252252544276416302e-05 0.000000000000000000e+00
5.600000000000000000e+03 6.699398363707587123e-05 3.867851919494569302e-04 8.721994527149945498e-05 0.000000000000000000e+00
5.700000000000000000e+03 5.793293166789226234e-05 8.520099072484299541e-06 6.843781739007681608e-05 0.000000000000000000e+00
5.800000000000000000e+03 5.587063424172811210e-05 8.488751518598292023e-06 6.568158278241753578e-05 0.000000000000000000e+00
5.900000000000000000e+03 5.569828863372094929e-05 3.352444036863744259e-05 6.785743607906624675e-05 0.000000000000000000e+00
6.000000000000000000e+03 5.333026274456642568e-05 8.155197974701877683e-06 6.228262645890936255e-05 0.000000000000000000e+00
6.100000000000000000e+03 5.157727355253882706e-05 8.152267582772765309e-06 6.004180613672360778e-05 0.000000000000000000e+00
6.200000000000000000e+03 5.289151522447355092e-05 1.626391167519614100e-04 5.413865801529027522e-05 0.000000000000000000e+00
6.300000000000000000e+03 4.942738814861513674e-05 7.829333299014251679e-06 5.721495472243987024e-05 0.000000000000000000e+00
6.400000000000000000e+03 4.782276664627715945e-05 7.803433618391864002e-06 5.519947080756537616e-05 0.000000000000000000e+00
6.500000000000000000e+03 4.627137604984454811e-05 1.007379250950179994e-05 5.236246215645223856e-05 0.000000000000000000e+00
6.600000000000000000e+03 4.564030314213596284e-05 7.558785455330507830e-06 5.249008609098382294e-05 0.000000000000000000e+00
6.700000000000000000e+03 4.414792419993318617e-05 7.502275366277899593e-06 5.046290971222333610e-05 0.000000000000000000e+00
6.800000000000000000e+03 4.328103022999130189e-05 9.571136615704745054e-06 4.941417864756658673e-05 0.000000000000000000e+00
6.900000000000000000e+03 4.198155875201337039e-05 7.295604973478475586e-06 4.764884579344652593e-05 0.000000000000000000e+00
7.000000000000000000e+03 4.200872353976592422e-05 3.512340117595158517e-05 4.997397627448663116e-05 0.000000000000000000e+00
7.100000000000000000e+03 4.009694384876638651e-05 7.067927981552202255e-06 4.525687472778372467e-05 0.000000000000000000e+00
7.200000000000000000e+03 4.122601603739894927e-05 1.197636593133211136e-04 5.058245369582436979e-05 0.000000000000000000e+00
7.300000000000000000e+03 3.834694143733941019e-05 6.853083050373243168e-06 4.296786210034042597e-05 0.000000000000000000e+00
7.400000000000000000e+03 3.731649121618829668e-05 8.812106898403726518e-06 4.096042903256602585e-05 0.000000000000000000e+00
7.500000000000000000e+03 3.645101605798117816e-05 9.306389074481558055e-06 3.982822454418055713e-05 0.000000000000000000e+00
7.600000000000000000e+03 3.578998803277499974e-05 9.802529348235111684e-06 3.885843398165889084e-05 0.000000000000000000e+00
7.700000000000000000e+03 3.474354161880910397e-05 6.556163043569540605e-06 3.844101593131199479e-05 0.000000000000000000e+00
7.800000000000000000e+03 3.467395436018705368e-05 1.530711961095221341e-05 3.965970245189964771e-05 0.000000000000000000e+00
7.900000000000000000e+03 3.349261896801181138e-05 6.367757578118471429e-06 3.682936949189752340e-05 0.000000000000000000e+00
8.000000000000000000e+03 3.255596675444394350e-05 6.317294719337951392e-06 3.560951881809160113e-05 0.000000000000000000e+00
8.100000000000000000e+03 3.223513704142533243e-05 6.594962087547173724e-06 3.504377309582196176e-05 0.000000000000000000e+00
8.200000000000000000e+03 3.132923302473500371e-05 6.137266154837561771e-06 3.407787153264507651e-05 0.000000000000000000e+00
8.300000000000000000e+03 3.099010064033791423e-05 1.198631434817798436e-05 3.262446625740267336e-05 0.000000000000000000e+00
8.400000000000000000e+03 3.005980397574603558e-05 6.009118806105107069e-06 3.250104782637208700e-05 0.000000000000000000e+00
8.500000000000000000e+03 2.988298365380614996e-05 1.019701630866620690e-05 3.311127511551603675e-05 0.000000000000000000e+00
8.600000000000000000e+03 2.900420622609090060e-05 5.847980446560541168e-06 3.118704626103863120e-05 0.000000000000000000e+00
8.700000000000000000e+03 2.939809928648173809e-05 2.911845876951701939e-05 3.342205309309065342e-05 0.000000000000000000e+00
8.800000000000000000e+03 2.813815444824285805e-05 5.656635494233341888e-06 3.005662256327923387e-05 0.000000000000000000e+00
8.900000000000000000e+03 2.745426354522351176e-05 5.871874236618168652e-06 2.925483568105846643e-05 0.000000000000000000e+00
9.000000000000000000e+03 2.758847040240652859e-05 2.203143594670109451e-05 2.764751479844562709e-05 0.000000000000000000e+00
9.100000000000000000e+03 2.657946060935501009e-05 5.497908205143176019e-06 2.818074972310569137e-05 0.000000000000000000e+00
9.200000000000000000e+03 2.645236963871866465e-05 3.341644696774892509e-05 2.942853643617127091e-05 0.000000000000000000e+00
9.300000000000000000e+03 2.591979136923328042e-05 5.337019501894246787e-06 2.730154847085941583e-05 0.000000000000000000e+00
9.400000000000000000e+03 2.529661105654668063e-05 5.320923264662269503e-06 2.660495010786689818e-05 0.000000000000000000e+00
9.500000000000000000e+03 2.659728670550975949e-05 8.340312342625111341e-05 2.436382419546134770e-05 0.000000000000000000e+00
9.600000000000000000e+03 2.483019670762587339e-05 5.122090897202724591e-06 2.601794221845921129e-05 0.000000000000000000e+00
9.700000000000000000e+03 2.423956721031572670e-05 5.116860393172828481e-06 2.529986159061081707e-05 0.000000000000000000e+00
9.800000000000000000e+03 2.366675289522390813e-05 5.304843853082275018e-06 2.465499528625514358e-05 0.000000000000000000e+00
9.900000000000000000e+03 2.368094283156096935e-05 5.037868959334446117e-06 2.466623664076905698e-05 0.000000000000000000e+00
1.000000000000000000e+04 2.315081474080216140e-05 4.966163487551966682e-06 2.400472476438153535e-05 0.000000000000000000e+00
